id,host_id,name,neighbourhood_cleansed,cluster_kmeans
844665962941422366,202415327,Exclusive Copenhagen apartment,Frederiksberg,0
844681408229578339,465648412,Apartment in København NV,Bispebjerg,0
844747755852691896,35762015,Spacious Copenhagen apartment,Vesterbro-Kongens Enghave,4
844805686939534018,2770598,Prime Studio in historic courtyard building,Indre By,1
844824463071544121,66682902,"Big sunny apartment, top floor.",Amager st,4
844907707875088626,290728210,Østerbro lejlighed,sterbro,0
844974188123544750,92266856,Central lys lejlighed.,Amager Vest,0
844977041953954960,29682503,Cool apartment in Østerbro,sterbro,4
845124031182183855,2218193,Lejlighed på Sankt Hans Torv,Nrrebro,4
845438606416207556,24760867,Atractivo apartamento con buena ubicación.,Vesterbro-Kongens Enghave,3
845538451266457727,505021952,Warm and traditional 2 BR Apt,Nrrebro,4
845570481045747994,69994908,Penthouse Flat With Sunny Balcony,Nrrebro,0
845574374641184017,339139877,Cozy flat in trendy part of CPH,Nrrebro,0
845992828176275778,6378707,Hyggeligt familiehus tæt v metro,Amager Vest,2
846062481800835663,1272183,Charmerende rækkehus i nordvest,Bispebjerg,4
846099790280655749,356958518,Brand New Apartment in the heart of Copenhagen,Vesterbro-Kongens Enghave,3
846144559649226756,6993453,Hyggelig hytte tæt på København,Amager Vest,4
846174684404568437,257308771,Beautiful and quiet flat in the heart of Nørrebro,Nrrebro,0
846250211666373676,412985212,Lys lejlighed på Frederiksberg,Frederiksberg,0
846373181214078919,84502312,Big apartment in great area,Nrrebro,4
846404624679629094,55670342,Scandi flat in Norrebro,Nrrebro,0
846826200881225454,505320217,Lys lejlighed v Jægersborggade,Nrrebro,0
846975673544488660,32806292,"Cosy apartment, great location",Indre By,0
847039498300015637,505367519,A simple nest,Amager st,0
847071108514248779,502846391,Central lejlighed på Nørrebro,Nrrebro,4
847094415023472514,36889185,5 værelses new yorker lejlighed,Bispebjerg,1
847108390964232512,345872483,Classic Copenhagen apartment,Indre By,4
847216760468159619,128087102,Hyggelig værelse ved søerne  på indre København,sterbro,0
847443411793047978,5209879,Charming Apartment in the Heart of Nørrebro,Nrrebro,0
847596757039510142,326698975,Luxurious and cozy apartment,Frederiksberg,1
847638740606259660,48403288,Charming apartment in Nørrebro,Nrrebro,0
847670128633752104,36339373,The architect's own house,Indre By,2
847742006436720636,170342515,Cozy and bright apartment,Vanlse,0
847880619518402596,187118380,Charming apartment by the lakes,Nrrebro,0
847881321316690710,505562212,Hyggelig lejlighed på Amagerbro,Amager st,0
847939402709146433,87546653,All the danish designs in one place,Valby,2
848254551571499218,88506692,Apartment w. Perfect Location,Indre By,1
848257776097349958,349996473,Hyggelig 2-værelseslejlighed,Bispebjerg,0
848301246651505343,86498259,Nyrenoveret lejlighed i hjertet af Nørrebro,Nrrebro,0
848482158235116200,5363962,City centre apartment,Indre By,0
849032307713490574,35535895,værelse i ombygget Både hal,Vesterbro-Kongens Enghave,3
849054756371092483,67618647,Lys lejlighed med egen have,Frederiksberg,0
849086924367274841,72855756,Smuk lejlighed på Amager,Amager st,0
849987935494716125,35762015,Private room in big apartment,Vesterbro-Kongens Enghave,3
850081686116752677,34645695,In the heart of CPH,Vesterbro-Kongens Enghave,3
850387727809503661,68534428,Hyggelig lejlighed på Nørrebro,Nrrebro,0
850420862374737300,506045065,Et stille Venedig område af byen,Vesterbro-Kongens Enghave,3
850486703254038266,418986677,Cozy house in the middle of Copenhagen,Bispebjerg,4
850537907600205199,506064949,Spacious and Light Apartment,sterbro,4
850558849104499205,3109976,Charming apartment with balcony!,sterbro,4
850568192027225343,65632207,Cozy apartment near KbhN station,Nrrebro,0
850579766583678211,425782779,Flat in the heart of Copenhagen,Indre By,0
850589456612371263,34761633,I hjertet af København nær Marmorkirken Metro,Indre By,2
850643984767645456,134568133,"Østerbro, tæt på alt",sterbro,0
850696321212754692,333940011,Skøn lejlighed på Frederiksberg!,Frederiksberg,4
850787120039948365,357042938,Hyggelig lejlighed på Nørrebro,Nrrebro,4
851192609570102876,96491751,Cozy apartment in Nørrebro,Nrrebro,0
851218229698162598,3026714,Big room in hip and vibrant area Nørrebro,Nrrebro,0
851341764859544592,13190113,"M/ udendørs pool, sauna, p-kælder og stor altan.",Frederiksberg,0
851415673292132798,506272039,Tranquil Urban Escape,Indre By,0
851442578127803325,111596967,Skøn villa med god beliggenhed.,Amager Vest,1
851507317579359507,27723151,Big city apartment Copenhagen,Indre By,1
851829909789985803,360552722,Cozy apartment in Nørrebro,Nrrebro,0
851889484847610083,121175232,Cozy family apartment,Vesterbro-Kongens Enghave,1
851924441951321624,38898358,A hidden oasis with garden,Indre By,0
851925397787089920,506234436,Skønne Christianshavn,Indre By,0
851983071326435618,155281618,2 Værelser: Hjertet af Vesterbro,Vesterbro-Kongens Enghave,3
851995015103674531,374841769,Beautiful and cosy apartment,Frederiksberg,4
852032895491226725,1696379,Perfect Norrebrø  location. Doesn’t get better.,Nrrebro,0
852110250664568407,42271399,Børnevenlig altanlejlighed midt på Nørrebro,Nrrebro,4
852533332052319050,81697826,Modern apartment downtown Norrebro,Nrrebro,0
852587484390367062,36944693,Apartment next to Center & Beach,Amager st,4
852715362152070300,229032555,-,Nrrebro,0
852785661042792227,506565324,Hyggelig lejlighed ved søerne,Indre By,0
852816993174614411,278446639,Classic old-style CPH apartment (private balcony),sterbro,1
853328259628309313,56957660,Cozy apartment in Frederiksberg,Frederiksberg,0
853556029563219312,235622690,Lejlighed på Frederiksberg,Frederiksberg,4
853563996462460256,506730121,Cosy apartment on quiet street,Vesterbro-Kongens Enghave,3
853663548448363312,258886264,Privat værelse udlejes,Amager Vest,0
853934050418932698,225353567,Bo ved Europas hyggeligste gade,Vesterbro-Kongens Enghave,4
854260389398428594,506865424,Apartment in Copenhagen,Nrrebro,0
854273227513843914,3616073,Hjemlig lejlighed med udsigt - tæt på alt,Vesterbro-Kongens Enghave,3
854289147219385139,103206032,Stor Hyggelig Lejlighed på Frederiksberg,Frederiksberg,0
854338002815026993,506880829,Stor lejlighed i Valby,Valby,1
854705233589029458,11971517,Familiehjem tæt ved strand & by,Amager st,4
854819827300425498,134080191,Penthouse apartment with privat roof-terrace,sterbro,1
854882676094439948,10620477,Charming townhouse in Copenhagen City Centre!,Indre By,2
854888400141407600,37654399,Brightest gem in the heart of Nørrebro,Nrrebro,0
854978737513578792,67964063,Lejlighed i indre Nørrebro,Nrrebro,0
855022242928641612,282309042,Udsigt til Københavns skyline,Indre By,0
855078637577723949,463200268,Studio in the Heart of the City,Indre By,1
855511720873784861,12510807,"4 værelses lejlighed, Østerbro",sterbro,4
855515427467245671,35296382,Best location in Copenhagen with Beautiful garden,Nrrebro,4
855516180512708239,6399915,Hyggeligt rækkehus tæt på alt,Amager Vest,4
855665418726658877,27820245,Waterfront house,Vesterbro-Kongens Enghave,2
855699731194225085,186019966,Lys lejlighed på Nørrebro,Nrrebro,0
855759000794030830,115184589,Nordic New Yorker-inspired flat near metro,Frederiksberg,0
855797973939688182,84125064,Lækker villa i København,Brnshj-Husum,2
856130674627931619,32853539,Nice apartment in Nørrebro with private garden,Nrrebro,0
856170154009257048,7520637,Family house near metro,Brnshj-Husum,2
856284953594198584,9462647,Cozy room in Copenhagen,Nrrebro,0
856376383139216295,407250162,Hyggelig og central lejlighed på Nørrebro,Nrrebro,0
856957812968496418,507427204,80m2 lejlighed centralt i KBH,Vesterbro-Kongens Enghave,3
857116919455720846,183556275,"Balcony, garden and location",Vanlse,0
857200477008686840,11112802,Bright and modern flat in Valby,Valby,0
857270378940463938,148302214,Charming apartment by the lakes,Frederiksberg,1
857597752236480857,339983201,Lovely room nexto Norreport 303,Indre By,2
857768561506161194,503681751,Centralt & Rolig 2-vær. lejlighed tæt på metro,Frederiksberg,0
857824649615475882,8081051,Skøn lejlighed på Frederiksberg,Frederiksberg,4
858396833290446571,447587350,Privat værelse med egen indgang,Frederiksberg,0
858528541815939554,384501,"Bright , cozy apartment",Brnshj-Husum,0
858683594333517202,266536478,room in a shared apartment,Nrrebro,0
858701898123208149,507500525,Familievenligt hjem med den fedeste beliggenhed,Nrrebro,4
859170643477836001,225466994,Taglejlighed nær C.H. kanal,Indre By,0
859216378658135792,248606477,Close to city centre and metro,Amager st,0
859290122422524355,507911661,Modern & quiet private bedroom,Amager Vest,0
859470069968962335,231433886,"""Cozy Urban Oasis: Room in shared flat""",Valby,0
859783309668108199,7924504,Apartment in Copenhagen,Nrrebro,4
859788178319650818,15922603,"Quiet, well placed appt.",Amager Vest,0
859859787022949029,180415338,Villalejlighed med 3 værelser,Brnshj-Husum,4
859868868252685480,67288328,Home in the heart of Nørrebro,Nrrebro,0
859920440480670309,13941936,Charming apartment the heart of Nørrebro,Nrrebro,0
859950935451914884,5291084,Charming flat in the heart of Nørrebro,Nrrebro,0
859958926288718757,19823513,"Copenhagen, Nørrebro",Nrrebro,4
860014938392282731,23140701,Central apartment 2 min. from metro,Frederiksberg,0
860040291499754315,505904805,Charming home - Central Østerbro,sterbro,0
860067422224449072,149716117,Lys kælderlejlighed med gårdhave,Brnshj-Husum,0
860086295540022930,508064407,Lovely flat with rooftop garden 10 min from centre,Nrrebro,0
860110538697074104,413485150,Urban Bliss: Comfort & local,Frederiksberg,0
860628570309310405,9644314,Familievenlig. 135 m2 i 2 etager. Nyrenoveret.,Nrrebro,4
860633723264551475,295961897,Hyggelig apartment in Nørrebro,Nrrebro,0
860765004154131081,12107922,2 etagers lejlighed ved søerne,Nrrebro,2
860788742729141516,54094467,Charmerende villa i København,Valby,2
860813463472169828,147477107,Lys lejlighed tæt på vand og metro!,Vesterbro-Kongens Enghave,3
860975600592179872,14668352,"Appartment in Nørrebro, Copenhagen",Nrrebro,0
861257204770783503,508310142,Central warm and cozy apartment,Indre By,0
861321959271670684,46518232,Live on top of Copenhagen,Vesterbro-Kongens Enghave,3
861376163924367979,17860199,Luksuriøs penthouselejlighed,sterbro,0
861575085357531731,5218163,Sunny terraced house,Amager st,4
861623014207294955,508399970,Lejlighed i København K,Indre By,0
861623081283238203,57479662,Big cosy apartment in Jægersborggade,Nrrebro,4
862002243309971777,16941795,LONG TERM ONLY Frederiksberg Apartment,Frederiksberg,0
862003874900042503,1133922,Penthouse lejlighed,Valby,0
862082508106837547,86671279,"Hyggelig, central lejlighed",Vesterbro-Kongens Enghave,3
862204240809282034,12004337,Charming apartment in Østerbro,sterbro,0
862978584357257779,104394015,Lejlighed i centrum,Nrrebro,0
863110287269664849,771328,Beautiful appartment with lake view,Indre By,2
863431942200525685,61998394,Cozy room in the heart of Nørrebro,Nrrebro,0
863484941527174502,113231288,"Quiet apartment close to metro, airport, beach.",Amager st,0
863490929373734836,508795507,Smukt og roligt lyst værelse,Vesterbro-Kongens Enghave,3
863497733782565723,74964664,Apartment in Copenhagen,sterbro,0
863643730673001830,100436271,“Hyggelig“ Central Nørrebro Apartment,Nrrebro,4
863687027277360723,118360316,"10 min to center Copenhagen flat, 2 rooms!",Vanlse,4
863702723280883752,25863100,Rummelig 3 værelses lejlighed,Vanlse,4
863737089430805772,97808106,Skøn lejlighed på Nørrebro,Nrrebro,4
864274932285238094,136618635,Central charming apartment with balcony,Vesterbro-Kongens Enghave,3
864289886480956304,147914198,Große Wohnung mit Traumaussicht,Amager Vest,2
864376490988398315,2906660,Lovely large apartment in vibrant Vesterbro,Vesterbro-Kongens Enghave,1
864461400293110102,94458637,Hyggelig lejlighed på Nørrebro,Nrrebro,0
864657293924873109,38457339,Room with private balcony overlooking a backyard,Bispebjerg,0
864869845242000301,11144815,Beautiful flat with amazing loca,Vesterbro-Kongens Enghave,3
864925913349462106,1256719,Spacious flat in Center/Vestebro,Vesterbro-Kongens Enghave,1
865211979628434882,24816903,Cozy rooftop apartment with sunny balcony,Bispebjerg,0
865332112868828764,134066717,"Studio-lejlighed, Frederiksberg",Frederiksberg,0
865805505146578796,509241026,Well-located family-friendly apartment in Nørrebro,Nrrebro,0
865953584039231154,30596561,Spacious room - Center of CPH,Indre By,0
866312785268144934,437388363,Cosy apartment on Frederiksberg,Frederiksberg,0
866433083294342069,20435165,Design apartment with great water view,sterbro,2
866583393105320275,46622045,Cozy central rooftop apartment,Indre By,1
866602316331465711,49265404,Beautiful flat-2 nice balconies.,Vesterbro-Kongens Enghave,3
866699782449999611,51195015,Penthouse apartment - Luxury,Amager Vest,2
867233411622143323,18270890,Charming apartment on Nørrebro,Nrrebro,0
867243462553678815,142497146,Studio Apartment in Vesterbro,Vesterbro-Kongens Enghave,1
867366730867258406,179588157,Perfect apartment in Copenhagen,Valby,0
867380650404468855,183769214,Rækkehus med ro og arkitektonisk charme,Amager st,2
867421085734088379,394567009,Cozy basement apartment,Brnshj-Husum,4
867759315947963395,509673687,Totalrenoveret lejlighed i hjertet af København,Vesterbro-Kongens Enghave,3
867793184197899408,472530807,Apartment in Copenhagen close to everything,Amager Vest,0
867891369487799910,34216631,Familievenlig lejlighed,Vesterbro-Kongens Enghave,3
867982301056014281,509716844,Beach townhouse close to city,Amager st,2
868022807947818252,18442743,Light filled designer flat in Frederiksberg,Frederiksberg,0
868100449592153165,509751261,Lys indbydende lejlighed,Amager Vest,0
868109841600541916,464425061,Luxurious apartment in the centre of Copenhagen,Frederiksberg,1
868485839140510488,37319520,Central børnevenlig lejlighed,Nrrebro,0
868753287500913696,97355877,Charming and cozy apt in the center of Copenhagen,Nrrebro,0
868822321879466662,55241965,Stille oase midt i byen,Frederiksberg,2
868880727694187561,1842772,Cool family home in Vesterbro,Vesterbro-Kongens Enghave,4
868892525674100707,502725932,Unik selvbyggede hus ved kanalen,Amager Vest,4
869245813585674471,509988361,Hyggelig herskabslejlighed,Frederiksberg,4
869246228577414803,94820106,Charmerende lejlighed på Vesterbro - tæt på metro,Vesterbro-Kongens Enghave,3
869261920658298893,454889787,Stort byhus centralt i København med egen have,Vanlse,4
869419319453154066,28158041,Apartment in Frederiksberg,Frederiksberg,0
869422765863106879,17805158,Byhus for hele familien,Bispebjerg,4
869520376681090861,464095824,Hyggelig lejlighed på Østerbro,sterbro,0
869646692546338664,510075591,Børnevenligt hjem nær havnebad,Amager Vest,4
869659252384049405,39452206,Cosy apartment with water access,Vesterbro-Kongens Enghave,2
869925304827080012,455200134,Attraktiv lejlighed,Vesterbro-Kongens Enghave,1
870071782291009571,24411364,Family-friendly penthouse with rooftop terrace,Nrrebro,1
870080573980239975,218903901,"Charming, bright Copenhagen apartment, 2 balconies",Nrrebro,4
870127628937787118,5315562,Stor villalejlighed,Vanlse,2
870134129526212383,54579057,Charmerende lejlighed ved havnen,Amager Vest,4
870194730214377277,18524145,Pæn bolig med parkering tæt på centrum og natur!,Vesterbro-Kongens Enghave,3
870525097466901483,509969406,Perfect Location,Amager Vest,0
870613465534305953,85576596,"Villa tæt på by, park og strand.",Valby,2
870807935920568320,10212095,Spacious house in Copenhagen,Amager Vest,2
870932279684581518,426064455,Bright apartment in Copenhagen,Amager st,0
870976646027592238,439554735,Smuk og charmerende lejlighed,Frederiksberg,0
871011240936150196,79547751,"Spacious penthouse near city center, parks & lakes",Indre By,0
871034885791287438,84133125,Skøn lejlighed ved kanalen.,Vesterbro-Kongens Enghave,3
871053710370224019,315911288,Best location near by everything,Frederiksberg,0
871608731811969450,99517756,Cosy apartment with balcony,Frederiksberg,0
872158370240763973,36884785,Lejlighed med altan på Nørrebro,Nrrebro,0
872192372062021637,28554229,Fantastisk lejlighed,Nrrebro,0
872199975614998179,293144352,I hjertet af Nørrebro,Nrrebro,0
872245866218282970,400398783,lovely apartment in the center,Frederiksberg,0
872247766273196277,104074078,Hyggelig lejlighed på Nørrebro,Nrrebro,0
872290614368473916,88424782,Welcome to your Nørrebro stay,Nrrebro,0
872326279522584663,534820854,"Moderne, lys lejlighed med altan",sterbro,0
872406963938805643,457539598,Charming apartment in central Brønshøj,Brnshj-Husum,0
872534545946520167,47889775,"92 kvm stor, lys og moderne lejlighed",Bispebjerg,4
872996790129977686,17416229,"Rummelig, moderne 3V lejlighed, tæt ved vandet",sterbro,1
873042745168316645,192243323,"Central, Sunny, Quiet & Cozy apartment w. Balcony",Indre By,1
873864101083425873,8667498,"100 m2 lejlighed, indre Nørrebro",Nrrebro,4
873901860060219315,111591157,Enjoy Copenhagen Harborfront,Amager Vest,2
874010649422953686,15487409,Rækkehus i København med have,Vanlse,4
874383067670690440,13404280,Apartment in hip neighbourhood,Nrrebro,4
874475087477498664,511045586,bellissima casa sulla spiaggia con due bici gratis,Amager st,0
874489185283971093,35313472,Moderne byhus på Vesterbro/Carlsberg,Vesterbro-Kongens Enghave,2
874633958018831571,232725231,Central Copenhagen Apartment,Frederiksberg,4
874798945032281073,9180618,Renowated w/ balcony @ Vesterbro,Vesterbro-Kongens Enghave,3
875205321581800194,15099526,Central apartment with city view,Vesterbro-Kongens Enghave,3
875277330195342299,264510054,Historical Copenhagen Apartment,Indre By,1
875294533216837605,511227877,Cosy flat in the heart of Copenhagen Østerbro,sterbro,0
875777477473428536,6584668,Large apartment central CPH,Frederiksberg,0
875806732608851871,51720568,Light and spacious apartment,Amager st,0
875812903937963461,33807647,Cozy apartment in Carlsberg area,Valby,0
875874618321170502,3873761,Smuk lejlighed på Frederiksberg,Frederiksberg,4
875880510668795409,281562847,Charming Copenhagen apartment,sterbro,0
875891516158410829,207282032,Lys lejlighed på Østerbro,sterbro,4
875915001006381605,245606910,Cozy apartment in Copenhagen,Amager Vest,0
875936447077318944,270741049,Stor Frederiksberglejlighed tæt på Metro,Frederiksberg,0
876011477498222788,45345825,Oasis in City Centre with Sunny Balcony,Indre By,0
876024591502751954,19944578,Next to oldest Bakery in DK+ 17 min from airport.,Indre By,1
876036478499466656,389512956,Fin lejlighed tæt på metro,Amager st,0
876095584942425068,67684845,Cozy and spacious apartment,Bispebjerg,0
876128738819264240,305423469,Apartment in the center of cph,Indre By,1
876514773996027039,3301918,Privat værelse på Islands Brygge,Amager Vest,0
876532181861313011,1989206,Hyggelig flat near lakes & metro,Frederiksberg,4
876575755134493843,150120242,"Penthouse m. Altan, tæt på vand og centrum",Amager Vest,0
876586488431016597,5264525,Artistic flat in cozy Nørrebro,Nrrebro,0
876621287903374596,16228142,Scandinavian-style apartment,Bispebjerg,0
876623863399688906,511509377,Modern penthouse apartment,sterbro,4
876668499876522036,511521356,Private appartment with free private parking,Valby,0
876786905040650853,125488766,Frederiksbergidyl til familien,Frederiksberg,4
876826671083944995,27637941,Nyt hus lige ved Strand og Metro - 10 min fra City,Amager st,4
876830355916766480,129295368,Charming and peaceful apartment,sterbro,0
876830456288537016,238763453,Nordic apartment for 6 people,Nrrebro,1
876839799115457770,511575106,Hyggelig lejlighed i centrum,Indre By,1
877360515414708105,6157275,3-værelses med solrig altan,Amager Vest,4
877435859125592848,511703130,København Centrum 3 minut,Vesterbro-Kongens Enghave,3
877445796761373979,313574165,Lejlighed på Østerbro - Velegnet til firmaleje,sterbro,0
877458387495613504,67726154,Bright Flat by Jægersborggade – Great Location,Nrrebro,0
877464602645483946,310834138,Lejlighed på indre Nørrebro,Nrrebro,4
877495040942588637,380281717,Big loft apartment with terrace,Indre By,4
877522101397492430,144332315,Lejlighed i indre København,Indre By,0
877580976190265025,145960987,Apartment on Østerbro,sterbro,0
877877370757814387,445082857,Central lejlighed 50m fra metro,Nrrebro,0
877978427138878463,26858780,Lejlighed tæt på strand og by,Amager st,0
877992834730477396,134094292,Bright 2BR in Central Location,Nrrebro,4
877994327402325949,220090507,Farverig og hyggelig,sterbro,0
878003715495030913,511828136,Cozy Apartment in central CPH,Indre By,1
878127079570337277,352941740,Beautiful and cozy flat in Copenhagen V,Vesterbro-Kongens Enghave,3
878685105430532565,574932,Lejlighed i hjertet af København,Indre By,0
878806620274048517,69033357,Hyggelig lejlighed midt på frb,Frederiksberg,4
878941042570104409,484928779,Hyggelig villa med have,Bispebjerg,4
878954209904722532,774410,Family friendly villa & garden,Brnshj-Husum,2
878968333366778107,263171622,Urban lejlighed,Nrrebro,1
879014598901827425,243466872,Lys lejlighed i Frederiksberg,Frederiksberg,1
879450287588138518,2210374,"Colorful, classic Copenhagen apartment",Bispebjerg,0
879740810388360362,128588690,Cozy and central CPH apartment,Indre By,1
879771874283932469,512223477,Yellow Sundby House,Amager Vest,4
880292646242893663,55707718,Cosy calm apartment near city center,Amager st,0
880467873919416568,27481202,Central Copenhagen,Indre By,1
880781537329003519,512411853,Central lejlighed i København,Vesterbro-Kongens Enghave,1
880957154551181305,512303728,Centralt i hjertet af Vesterbro!,Vesterbro-Kongens Enghave,3
880965683993281428,214380294,Lys og skøn Vesterbro-lejlighed,Vesterbro-Kongens Enghave,3
881043188589829932,20663089,Design meets family cosyness,Vesterbro-Kongens Enghave,1
881077908285834772,18635649,Green hideout in busy Copenhagen,Vanlse,4
881103045764901401,203989308,Hyggelig 2-værelses lejlighed,Nrrebro,0
881133344493701452,81884157,Cozy apartment in Copenhagen,Bispebjerg,0
881161000464767939,74064992,Meatpacking District cosy home,Vesterbro-Kongens Enghave,3
881167357226113498,422330116,Cozy city apartment,Vesterbro-Kongens Enghave,3
881205170939839339,41734118,Lejlighed med udsigt til vandet,Amager Vest,0
881545211836342445,94812378,Solrig taglejlighed midt på FRB,Frederiksberg,0
881658672270776826,503951526,Beautiful Family-Friendly APT Flat in CPH City,Indre By,1
881669549018721962,462878849,Half a villa with kids in mind,Bispebjerg,4
881679777284521600,440889569,Amazing Stylish New Apartment with Balcony,Frederiksberg,0
881696142041065902,503951526,Family-Friendly 2BR City Apartment for 5 People,Indre By,1
881760014512032055,50446347,"20 min to the city centre, near metro, next to bus",Amager Vest,0
881838547542187824,512642738,Family Home With a View,Frederiksberg,4
881857821690638502,9656360,Cozy and bright apartment in Østerbro,sterbro,0
881916527012636257,117446612,Stort skandinavisk værelse på Amagerbro,Amager st,0
881917685352548929,74833637,Family Friendly. Great location,Frederiksberg,1
881946669024827832,512677950,Lejlighed på Islands Brygge- KBH,Amager Vest,1
882011799785544209,26108418,Quiet and cosy 2 room apartment,Amager Vest,0
882244023485776139,176529196,"Cozy, 2 bedroom apartment, with sunny terrace",Nrrebro,4
882268824497044574,431408035,Hyggelig 2-værelseslejlighed m. 2 dobbeltsenge,Bispebjerg,4
882321148014768693,187610263,Close To The Opera - Torvegade -close To Christian,Indre By,0
882388623097827544,26580062,Cozy flat in central Vesterbro,Vesterbro-Kongens Enghave,3
882432648808620984,13929955,Stort værelse i superb lejlighed i centrum,Amager Vest,0
882534928303585297,87430790,Close to Frederiksberg have,Frederiksberg,0
882610184376920150,225127877,Hyggeligt hus til en lille familie,Amager Vest,4
882637109397890283,138974030,Cozy apartment in central Copenhagen,Frederiksberg,0
883052114675446901,395635491,Privat lejlighed ved Søerne,Indre By,0
883117549892606729,6819035,Classic Copenhagen apartment,sterbro,4
883282562506655441,334447012,"Modern Apartment with View, close to metro",Frederiksberg,0
883302772630845228,237862167,Chamerende lejlighed på Amagerbro,Amager st,0
883317671424810400,264962738,The West Side Apartment,Vesterbro-Kongens Enghave,3
883324610304269935,501767218,Loftslejlighed i hjertet af CPH,Indre By,1
883335771048526120,354274248,Charming flat in vibrant hood,Nrrebro,0
883928100298836145,37922986,Sunny & Cute · Roof Terrace Near the Canals,Indre By,0
883952022438972865,195134336,Two-story four-room apartment.,Amager Vest,2
884493152600532089,2689398,Byhus i det historiske centrum med privat gårdhave,Indre By,1
884673914728358365,15508687,"Beautiful, spacious luxury apartment",Frederiksberg,4
884724710716949161,513285766,I roligt og skønt område af København,Brnshj-Husum,0
884729610325135527,513288018,Klassisk herskabelig lejlighed på Østerbro cph,sterbro,4
884765915914719540,36609091,Lejlighed midt i København,Vesterbro-Kongens Enghave,1
885179484069294756,77561896,Rummelig villa i København,Amager st,4
885264358481420509,64907380,Lys taglejlighed,Frederiksberg,0
885318512194561640,6158414,Klassisk lejlighed i Paris-KBH,Vesterbro-Kongens Enghave,1
885382157513283075,72543178,Nature lovers & city explorers,sterbro,0
885410447691108555,185648570,"central placed, metro stn/bus st",Frederiksberg,0
885416533539439565,228949944,Charming Child Friendly Family Apartment,Indre By,2
885440824702183521,4357840,Perfekt placering og stor altan,Vesterbro-Kongens Enghave,3
885561343470381517,269204734,3-bedroom apartment close to CBS and CPH ZOO,Frederiksberg,4
885983283888655561,418923038,Porcelænshaven,Frederiksberg,4
886011640665850330,504284504,I hjertet af Nørrebro,Nrrebro,4
886036251083980944,2609081,Huge apartment w/ large balcony in city center,Vesterbro-Kongens Enghave,4
886041852240554295,133315530,Inner city Copenhagen Latin Quarter,Indre By,1
886260970129938801,37014238,Wonderful sunny apartment,Vesterbro-Kongens Enghave,3
886261830476958823,455829253,A modern apartment in Copenhagen,Amager Vest,4
886265128610789668,258614331,Humleby. City House with private garden,Vesterbro-Kongens Enghave,2
886271714234966579,466595256,Hyggelig lejlighed på Frederiksberg,Frederiksberg,0
886315875919318165,15969613,Charmerende Københavnerlejlighed,Vesterbro-Kongens Enghave,3
886726010061536687,24943439,Familievenlig lejlighed,Bispebjerg,0
886751062929734228,513725249,"Smuk lejlighed, Østerbro",sterbro,0
886764739127470613,438988414,Lejlighed i København,Amager st,0
886788135150096480,60763571,2 værelses lejlighed ved søerne,Indre By,0
886867021070575817,45254585,Cosy flat in Copenhagen,sterbro,4
886960461364269501,27641399,Spacious and modern apartment in Frederiksberg,Frederiksberg,0
886966562320414107,81488617,Charming and central apartment in Frederiksberg,Frederiksberg,0
887026340520335368,16997304,Big Apartment in Trendy Area of Copenhagen,Nrrebro,0
887311785047408295,506403959,Hjemlig lejlighed med plads til 2,Frederiksberg,0
887418681944669521,123301508,Home by the lakes in the central of Copenhagen,sterbro,0
887482875446681202,507126590,Nyrenoveret lejlighed ved Skjolds Plads,Nrrebro,4
887541891381653282,43999595,Hyggelig lejlighed i København SV,Vesterbro-Kongens Enghave,3
887555583659657576,12567052,Stille og rummelig lejlighed,Valby,4
887587355615492807,42840240,"Cozy, homely, Copenhagen nest",Nrrebro,0
887648971743217464,25797558,Hyggelig luksus lejlighed på NB,Nrrebro,0
887673814454638751,465017622,2-værelses københavner-lejlighed,Valby,0
887687903217320510,31384829,Cosy and central apartment in Copenhagen,Indre By,1
887693927803706412,513959831,Cosy apartment in Nørrebro,Nrrebro,0
888023450295107149,11659857,Fint byggeforenings hus i Kbh.,sterbro,0
888093920144761987,116705569,Cozy apartment,Vesterbro-Kongens Enghave,3
888152288820088668,192839909,A whole house in FRB super close to CPH C,Frederiksberg,1
888190134884754053,38344245,"Spacious flat in the lovely Østerbro, Copenhagen",sterbro,2
888191004128331233,186313630,Bright and amazingly located apt,Frederiksberg,4
888237995378686447,5289050,Sunny and family friendly loft in Nørrebro,Bispebjerg,4
888251557930440026,63597030,Villa i Valby,Valby,2
888256533190398706,65610379,Hyggelig lejlighed på Nørrebro,Nrrebro,0
888406512736310643,511384605,Lejlighed på Frederiksberg,Frederiksberg,0
888425946142386880,76480016,Cosy apartment with balcony in the city centre,Indre By,4
888462034206994063,145941576,Tæt på centrum og strand,Amager st,0
888783079984212241,15005397,One of the best location in Copenhagen,Indre By,0
888832656722067672,135615851,Roligt udgangspunkt til byferien,Vesterbro-Kongens Enghave,2
889294134349174040,372696078,Charming Solo Retreat Copenhagen,Brnshj-Husum,0
889473100411727139,128236054,Central lejlighed på Vesterbro,Vesterbro-Kongens Enghave,3
889537282444846756,27654755,Guest room for short visits,Bispebjerg,0
889594531591143583,30651286,Værelse til leje på Nørrebro,Nrrebro,0
889662746707737417,57513311,Stylish & calming space w/ private terrace,Vesterbro-Kongens Enghave,1
889667885683217750,187610263,Absolute center - family with children - tivoli (1,Indre By,1
889719765652907584,93420013,Unikt historisk baghus,Frederiksberg,0
889841192088354437,169547718,Sunny apartment by the canals with balcony,Indre By,0
